Year,Medal,Medalist,Entry,Style,Style_Crosswalk,Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/spoke-spy-ciderworks/"">Spoke + Spy Ciderworks</a>",kingston black,Traditional Cider - Dry,Traditional Cider,3rd Place
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",2017 West Country Replica #2,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",Cidermaker's Choice,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",extra terroirestial,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",Grand Cru,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",Intercontinental,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidre-le-brun/"">Cidre Le Brun</a>",Le Brun Brut,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/dominion-cider-co/"">Dominion Cider Co.</a>",First Principles,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/grey-gold-cider/"">Grey & Gold Cider</a>",Heritage Dry,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Kingston Black,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",Still Beauty,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/james-creek-cider-house/"">James Creek Cider House</a>",Harvest Moon - 2017,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/james-creek-cider-house/"">James Creek Cider House</a>",Whippoorwill - 2018,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/manoir-de-grandouet/"">Manoir de Grandouet</a>",Manoir de Grandouet Fermier Brut Cidre,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/once-upon-a-tree/"">Once Upon A Tree</a>",Marcle Ridge,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/"">Salt Spring Wild Cider</a>",Farmhouse Scrumpy,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Wild English,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seven-seeds-seidr/"">Seven Seeds Seidr</a>",Caledflwch,Traditional Cider - Dry,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/teal-cider/"">Teal Cider</a>",Boyce McClung's Tart Little Reds/Czech Lager,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",BitterSteve (2017),Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",London Calling,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cider-riot/"">Cider Riot!</a>",1763 Revolutionary West Country Cider,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Dunkertons Dry Cider,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Killer Sharp,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/james-creek-cider-house/"">James Creek Cider House</a>",Russets & 'Twigs - 2018,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",English Style,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/napton-cidery/"">Napton Cidery</a>",Recipe No3,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ploughman-cider/"">Ploughman Cider</a>",Churchyard,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Stoke Red,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Blanc Mollet,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Kingston Black,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/swift-cider/"">Swift Cider</a>",Heirloom: Batch 2 - Le Brett,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/treasury-cider-at-fishkill-farms/"">Treasury Cider at Fishkill Farms</a>",Centennial,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/tulip-valley-vineyard-orchard/"">Tulip Valley Vineyard & Orchard</a>",Traditional,Traditional Cider - Dry,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",Frequin Rouge,Traditional Cider - Dry,Traditional Cider,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Libertine,Traditional Cider - Sweet,Traditional Cider,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/renaissance-orchards/"">Renaissance Orchards</a>",Keeved Cider 2018 (Cidre Bouché),Traditional Cider - Sweet,Traditional Cider,2nd Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/renaissance-orchards/"">Renaissance Orchards</a>",Keeved Cider 2017 (Cidre Bouché),Traditional Cider - Sweet,Traditional Cider,3rd Place
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",2017 Cidre Bouché,Traditional Cider - Sweet,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidre-la-chouette/"">Cidre La Chouette</a>",La Chouette Original,Traditional Cider - Sweet,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Cellar Series #12: TBD,Traditional Cider - Sweet,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/les-vergers-de-kermao/"">Les Vergers de Kermao</a>",Cidre AOP Cornouaille Kermao,Traditional Cider - Sweet,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Bittersweet,Traditional Cider - Sweet,Traditional Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/swift-cider/"">Swift Cider</a>",Heirloom - Batch 1: Keeved,Traditional Cider - Sweet,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-de-menez-brug/"">Cidrerie de Menez-Brug</a>",Cidre AOP Cornouaille Menez Brug,Traditional Cider - Sweet,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin Brownslane,Traditional Cider - Sweet,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",Sierra Beauty,Traditional Cider - Sweet,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/napton-cidery/"">Napton Cidery</a>",Recipe No4,Traditional Cider - Sweet,Traditional Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/once-upon-a-tree/"">Once Upon A Tree</a>",Putley Gold,Traditional Cider - Sweet,Traditional Cider,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/barrika/"">Barrika</a>",Barrika Basque Country Cider,Natural Cider,Natural Cider,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Sidra Trabanco DOP Seleccionada,Natural Cider,Natural Cider,2nd Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",Over The Hill,Natural Cider,Natural Cider,3rd Place
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Solstice,Natural Cider,Natural Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/patriots-heritage-cider/"">Patriots' Heritage Cider</a>",The Disturbance,Natural Cider,Natural Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-fanjul/"">Sidra Fanjul</a>",Fanjul Sidra Natural,Natural Cider,Natural Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",Natural Cider M. Busto,Natural Cider,Natural Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-riestra/"">Sidra Riestra</a>",Sidra Natural Riestra,Natural Cider,Natural Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/upstream-cider/"">Upstream Cider</a>",Batch 17.5,Natural Cider,Natural Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Edu (2017),Natural Cider,Natural Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Raw,Natural Cider,Natural Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Txangurro,Natural Cider,Natural Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/dominion-cider-co/"">Dominion Cider Co.</a>",True at First Light,Natural Cider,Natural Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-somarroza/"">Sidra Somarroza</a>",Sidra Natural Somarroza,Natural Cider,Natural Cider,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Cid Rosé,Rosé Cider,Rosé Cider,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/champlain-orchards/"">Champlain Orchards</a>",Redfield,Rosé Cider,Rosé Cider,2nd Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/lost-giants-cider-company/"">Lost Giants Cider Company</a>",Rose,Rosé Cider,Rosé Cider,3rd Place
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Scarlett,Rosé Cider,Rosé Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Niedzwetzkyana,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Mountain Rose,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Orchard Blend #6,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Burford Red Flesh,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Dolgo,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Redfield,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Scarlet Surprise,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/townline-ciderworks/"">Townline Ciderworks</a>",Redfield Rosé,Rosé Cider,Rosé Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Rosé,Rosé Cider,Rosé Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",Rosé,Rosé Cider,Rosé Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Rosé,Rosé Cider,Rosé Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Crémant de pomme rosé,Rosé Cider,Rosé Cider,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/edenvale-winery/"">EdenVale Winery</a>",Eden Valley Orchards Pear House Cider,Modern Perry,Modern Perry,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",Sidewood Pear Cider,Modern Perry,Modern Perry,2nd Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/"">Scenic Road Cider Co.</a>",Peary,Modern Perry,Modern Perry,3rd Place
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bullevie-cidre/"">Bullevie Cidre</a>",Poire de Bullevie,Modern Perry,Modern Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/door-peninsula-winery/"">Door Peninsula Winery</a>",Perry,Modern Perry,Modern Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ernest-cider/"">Ernest Cider</a>",Impeared,Modern Perry,Modern Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Pure Pear,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/beaver-valley-orchard-cidery/"">Beaver Valley Orchard & Cidery</a>",Beaver Valley Dry Pear,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cascade-winery-sierra-rose-ciders/"">Cascade Winery & Sierra Rose Ciders</a>",Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/"">Elk Horn Brewery & Ciderhouse</a>",Very Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Harrow Pear,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/independent-perry/"">Independent Perry</a>",Bartlett Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/independent-perry/"">Independent Perry</a>",Sno Gem Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ironwood-hard-cider/"">Ironwood Hard Cider</a>",Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/mcintosh-cellars/"">Mcintosh Cellars</a>",Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Chojuro Asian Pear Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/puddicombe-estate-farm/"">Puddicombe Estate Farm</a>",Sir Isaac's - Pear Cider,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Perry,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/space-time-mead-cider-works/"">Space Time Mead & Cider Works</a>",Earthbound Pear,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/threadbare-cider/"">Threadbare Cider</a>",Perry the Pear,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Paradise Pear,Modern Perry,Modern Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Perry,Modern Perry,Modern Perry,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",Classic Perry,Traditional Perry,Traditional Perry,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",Sparkling Perry,Traditional Perry,Traditional Perry,2nd Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",Perry,Traditional Perry,Traditional Perry,3rd Place
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/empyrical-orchards-cider/"">Empyrical Orchards & Cider</a>",Sweet Perry Barrel,Traditional Perry,Traditional Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Vintage Perry 2017,Traditional Perry,Traditional Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",BC Perry,Traditional Perry,Traditional Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/once-upon-a-tree/"">Once Upon A Tree</a>",Chapel Pleck,Traditional Perry,Traditional Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/once-upon-a-tree/"">Once Upon A Tree</a>",Priggles Perry,Traditional Perry,Traditional Perry,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/"">Salt Spring Wild Cider</a>",Pear Cider,Traditional Perry,Traditional Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cidre-le-brun/"">Cidre Le Brun</a>",Le Brun Poire,Traditional Perry,Traditional Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Dunkertons Perry Cider,Traditional Perry,Traditional Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/"">Elk Horn Brewery & Ciderhouse</a>",Dry Perry,Traditional Perry,Traditional Perry,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/windswept-orchard-cider/"">Windswept Orchard Cider</a>",Wild Perry,Traditional Perry,Traditional Perry,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/apple-valley-cider-company/"">Apple Valley Cider Company</a>",Black Currant,Fruit Cider,Fruit Cider,1st Place
