Name,Town/City,Region,Country,Primary Type,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,AKA
Archival Brewing,Belmont,Michigan,United States,Beer,"<a href=""https://maps.google.com/?cid=13297029615145420984"">Google</a>","<a href=""https://archivalbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/archivalbrewing"">Facebook</a>","<a href=""https://www.instagram.com/archivalbrewing"">Instagram</a>","<a href=""https://www.yelp.com/biz/archival-brewing-belmont-2"">Yelp</a>",,"<a href=""https://untappd.com/ArchivalBrewing"">Untappd</a>",,
Shoal Draft Cider,Annapolis,Maryland,United States,Cider,,"<a href=""https://www.shoaldraftcider.com/"">Website</a>","<a href=""https://www.facebook.com/ShoalDraft/"">Facebook</a>","<a href=""https://www.instagram.com/shoal_draft/"">Instagram</a>",,,"<a href=""https://untappd.com/ShoalDraftCider"">Untappd</a>",,
Chesapeake Cider Co.,Baltimore,Maryland,United States,Cider,,"<a href=""https://www.chesapeakeciderco.com/"">Website</a>","<a href=""https://www.facebook.com/ChesapeakeCiderCompany/"">Facebook</a>","<a href=""https://www.instagram.com/chesapeakecider/"">Instagram</a>",,,"<a href=""https://untappd.com/Chesapeake_Cider_Co"">Untappd</a>",,
Mast Year Cider Collective,Dayton,Washington,United States,Cider,,,,"<a href=""https://www.instagram.com/mastyearcidercollective/"">Instagram</a>",,,,,
Onirique Cider,Sebastopol,California,United States,Cider,,,,"<a href=""https://www.instagram.com/onirique.cider/"">Instagram</a>",,,,,
Anzani Cider,Santa Cruz,California,United States,Cider,,"<a href=""https://anzanicider.com/"">Website</a>",,"<a href=""https://www.instagram.com/anzanicider"">Instagram</a>",,,"<a href=""https://untappd.com/w/anzani-cider/539353"">Untappd</a>",,
Elemental Cider,Ōtaki,Wellington,New Zealand,Cider,,"<a href=""https://elementalcider.co.nz/"">Website</a>","<a href=""https://www.facebook.com/elementalcider"">Facebook</a>","<a href=""https://www.instagram.com/elementalcidernz/"">Instagram</a>",,,"<a href=""https://untappd.com/w/elemental-cider/480974"">Untappd</a>",,
The Poisoned Apple,Atascadero,California,United States,Point of Interest,"<a href=""https://maps.google.com/?cid=1607668132736286638"">Google</a>",,"<a href=""https://www.facebook.com/drinkthepoisonedapple/"">Facebook</a>","<a href=""https://www.instagram.com/drinkthepoisonedapple/"">Instagram</a>","<a href=""https://www.yelp.com/biz/the-poisoned-apple-atascadero"">Yelp</a>",,"<a href=""https://untappd.com/v/the-poisoned-apple/11280507"">Untappd</a>",,
Cidrerie Les Trabatières,Langon,Brittany,France,Cider,"<a href=""https://maps.google.com/?cid=9121473969483736922"">Google</a>","<a href=""https://www.cidreriebio.fr/"">Website</a>",,,,,"<a href=""https://untappd.com/w/les-trabatieres/486928"">Untappd</a>",,
Llanblethian Orchards,Cowbridge,Vale of Glamorgan,Wales,Cider,"<a href=""https://maps.google.com/?cid=14251523282683018794"">Google</a>","<a href=""https://llancider.wales/"">Website</a>","<a href=""https://www.facebook.com/LlanblethianOrchards/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/llanblethian-orchards/131984"">Untappd</a>",,
Apple Atcha Cider,Sperryville,Virginia,United States,Cider,"<a href=""https://maps.google.com/?cid=7706334205502196483"">Google</a>",,"<a href=""https://www.facebook.com/profile.php?id=100086424725363"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/apple-atcha-cider-sperryville"">Yelp</a>",,"<a href=""https://untappd.com/w/apple-atcha-cider/543388"">Untappd</a>",,
Blue Wall Cider & Wine,Lovettsville,Virginia,United States,Cider,"<a href=""https://maps.google.com/?cid=14613425510015338032"">Google</a>","<a href=""https://bluewallcider.com/"">Website</a>",,,,,,,Long Stone Farm
Center of the Universe Brewing Company,Ashland,Virginia,United States,Beer,"<a href=""https://maps.google.com/?cid=9039828559039858347"">Google</a>","<a href=""https://cotubrewing.com/"">Website</a>","<a href=""https://www.facebook.com/COTUBrew/"">Facebook</a>","<a href=""https://www.instagram.com/cotubrew/"">Instagram</a>","<a href=""https://www.yelp.com/biz/center-of-the-universe-brewing-company-ashland-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g30247-d3661543"">TripAdvisor</a>","<a href=""https://untappd.com/COTUBrew"">Untappd</a>",,Planetary Cider Works
Steilhead Cider,Nithsdale,Dumfries and Galloway,Scotland,Cider,,"<a href=""https://www.steilheadcider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/steilheadcider/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/steilhead-cider/175669"">Untappd</a>",,
Ayrshire Riviera Cider,Troon,South Ayrshire,Scotland,Cider,,"<a href=""https://ayrshirerivieracider.com/"">Website</a>","<a href=""https://www.facebook.com/AyrshireRivieraCider/"">Facebook</a>","<a href=""https://www.instagram.com/ciderriviera/"">Instagram</a>",,,"<a href=""https://untappd.com/w/ayrshire-riviera/549475"">Untappd</a>",,
Edinburgh Cider Co.,Edinburgh,City of Edinburgh,Scotland,Cider,"<a href=""https://maps.google.com/?cid=10766815436736513739"">Google</a>","<a href=""https://edinburghcider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/edinburghcider/"">Facebook</a>","<a href=""https://www.instagram.com/Edinburghcider"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g186525-d25956505"">TripAdvisor</a>","<a href=""https://untappd.com/w/edinburgh-cider-co/518649"">Untappd</a>",,
Linn Cider,Aberdour,Fife,Scotland,Cider,,"<a href=""https://linncider.com/"">Website</a>",,"<a href=""https://www.instagram.com/linncider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/linn-cider/549349"">Untappd</a>",,
Clyde Cider,Glasgow,Glasgow City,Scotland,Cider,"<a href=""https://maps.google.com/?cid=14384881038031948193"">Google</a>",,"<a href=""https://www.facebook.com/profile.php?id=100067602447252"">Facebook</a>",,,,"<a href=""https://untappd.com/w/clyde-cider/429230"">Untappd</a>",,
Fleming’s Fife Cider,Leuchars,Fife,Scotland,Cider,"<a href=""https://maps.google.com/?cid=5889771652407342759"">Google</a>",,,"<a href=""https://www.instagram.com/flemingsfifecider"">Instagram</a>",,,"<a href=""https://untappd.com/w/flemings-fife-cider/535047"">Untappd</a>",,
Naughton Cider Company,Newport-on-Tay,Fife,Scotland,Cider,,"<a href=""https://naughtoncider.com/"">Website</a>",,"<a href=""https://www.instagram.com/naughtonciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/w/the-naughton-cider-company/523344"">Untappd</a>",,
Diggers Fine Cider,Forgandenny,Perth and Kinross,Scotland,Cider,,"<a href=""https://www.diggerscider.co.uk/"">Website</a>",,"<a href=""https://www.instagram.com/diggerscider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/diggers-fine-cider-ltd/523509"">Untappd</a>",,
Cairn o' Mohr,Errol,Perth and Kinross,Scotland,Fruit Wine,"<a href=""https://maps.google.com/?cid=15181878651687718553"">Google</a>","<a href=""https://www.cairnomohr.com/"">Website</a>","<a href=""https://www.facebook.com/CairnOMohrWines"">Facebook</a>","<a href=""https://www.instagram.com/cairnomohrrealfruitwines/"">Instagram</a>","<a href=""https://www.yelp.com/biz/cairn-o-mohr-errol"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4282079-d3341442"">TripAdvisor</a>","<a href=""https://untappd.com/w/cairn-o-mohr/25060"">Untappd</a>",,
Lost Orchards Cider,Muirhead,Angus,Scotland,Cider,"<a href=""https://maps.google.com/?cid=17138571878951209605"">Google</a>","<a href=""https://lostorchards.co.uk/"">Website</a>","<a href=""https://www.facebook.com/lostorchardsuk/"">Facebook</a>","<a href=""https://www.instagram.com/lostorchards"">Instagram</a>",,,"<a href=""https://untappd.com/LostOrchardsCider"">Untappd</a>",,
Wasted Degrees Brewing,Blair Atholl,Perth and Kinross,Scotland,Beer,"<a href=""https://maps.google.com/?cid=365166938477320935"">Google</a>","<a href=""https://www.wasteddegrees.com/"">Website</a>","<a href=""https://www.facebook.com/wasteddegrees/"">Facebook</a>","<a href=""https://www.instagram.com/wasteddegrees/"">Instagram</a>",,,"<a href=""https://untappd.com/WastedDegrees"">Untappd</a>",,
Caledonian Cider Co,Conon Bridge,Highland,Scotland,Cider,"<a href=""https://maps.google.com/?cid=15633057795289615854"">Google</a>","<a href=""https://caledoniancider.com/"">Website</a>",,,,,"<a href=""https://untappd.com/CaledonianCiderCo"">Untappd</a>",,
Chapel Sider,Fiskerton,Lincolnshire,England,Cider,,"<a href=""https://chapelsider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/chapelsider"">Facebook</a>","<a href=""https://www.instagram.com/chapel_sider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/chapel-sider/484323"">Untappd</a>",,
Two Magpies,Stonehaven,Aberdeenshire,Scotland,Cider,,,,,,,,,
Seidear,Milltimber,Aberdeenshire,Scotland,Cider,"<a href=""https://maps.google.com/?cid=227255875071520296"">Google</a>","<a href=""https://seidear.com/"">Website</a>","<a href=""https://www.facebook.com/seidear.weescottishciderco/"">Facebook</a>","<a href=""https://www.instagram.com/seidear/"">Instagram</a>",,,"<a href=""https://untappd.com/TheWeeScottishCiderCo"">Untappd</a>",,The Wee Scottish Cider Company
Easterton Cider,Inverurie,Aberdeenshire,Scotland,Cider,,"<a href=""https://www.eastertoncider.com/"">Website</a>","<a href=""https://www.facebook.com/EastertonCider/"">Facebook</a>","<a href=""https://www.instagram.com/eastertoncider/"">Instagram</a>",,,"<a href=""https://untappd.com/EastertonCider"">Untappd</a>",,
Torrisoule Cider and Juice,Huntly,Aberdeenshire,Scotland,Cider,"<a href=""https://maps.google.com/?cid=16116527261475858852"">Google</a>","<a href=""https://www.torrisoule.co.uk/"">Website</a>","<a href=""https://www.facebook.com/torrisoule/"">Facebook</a>","<a href=""https://www.instagram.com/torrisoule_cider_and_juice/"">Instagram</a>",,,"<a href=""https://untappd.com/w/torrisoule/518449"">Untappd</a>",,
Nøvar Cider,Dingwall,Highland,Scotland,Cider,"<a href=""https://maps.google.com/?cid=15839183571884271385"">Google</a>","<a href=""https://www.novarcider.com/"">Website</a>","<a href=""https://www.facebook.com/novarcider/"">Facebook</a>","<a href=""https://www.instagram.com/novarcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/novar-cider/475610"">Untappd</a>",,
Mackenzie's Hebridean Cider,Carloway,Outer Hebrides,Scotland,Cider,,"<a href=""https://www.hebrideancider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HebrideanCider/"">Facebook</a>","<a href=""https://www.instagram.com/hebrideancider"">Instagram</a>",,,"<a href=""https://untappd.com/w/mackenzie-s/521571"">Untappd</a>",,
Abuls,Smiltene,Smiltene,Latvia,Cider,"<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>","<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>",,,"<a href=""https://untappd.com/Abuls"">Untappd</a>",,
Naukšēnu,Valmiera,Valmiera,Latvia,Fruit Wine,"<a href=""https://maps.google.com/?cid=7266314992491367229"">Google</a>","<a href=""https://www.nauksenuvini.lv/"">Website</a>","<a href=""https://www.facebook.com/nauksenuvini.lv"">Facebook</a>",,,,"<a href=""https://untappd.com/w/nauksenu-vina-daritava/240876"">Untappd</a>",,
Abavas,Tukums,Tukums,Latvia,Cider,"<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>","<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>","<a href=""https://untappd.com/w/sia-abavas-da-rzi/153183"">Untappd</a>",,
Sabiles Sidrs,Sabile,Talsi,Latvia,Cider,"<a href=""https://maps.google.com/?cid=2950487918260459648"">Google</a>","<a href=""https://www.gardeners.lv/"">Website</a>","<a href=""https://www.facebook.com/sabiles.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/sabiles.sidrs/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2049841-d14914753"">TripAdvisor</a>","<a href=""https://untappd.com/w/sabiles-sidrs/201189"">Untappd</a>",,Gardener's Craft Cider
Turkalnes Muižā,Turkalne,Ogre,Latvia,Beer,"<a href=""https://maps.google.com/?cid=14148682490481690589"">Google</a>","<a href=""https://www.turkalnesmuiza.lv/"">Website</a>","<a href=""https://www.facebook.com/TurkalnesMuiza/"">Facebook</a>","<a href=""https://www.instagram.com/turkalnesmuiza/"">Instagram</a>",,,"<a href=""https://untappd.com/w/turkalnes-muiza/428003"">Untappd</a>",,
Herbsts,Gramzda,South Kurzeme,Latvia,Cider,,"<a href=""https://herbsts.lv/"">Website</a>","<a href=""https://www.facebook.com/herbsts.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/herbsts.sidrs/"">Instagram</a>",,,"<a href=""https://untappd.com/HERBSTS"">Untappd</a>",,
The Tom Cobley Tavern,Spreyton,Devon,England,Point of Interest,"<a href=""https://maps.google.com/?cid=12388994407291961338"">Google</a>","<a href=""https://www.tomcobleytavern.co.uk/"">Website</a>","<a href=""https://www.facebook.com/tomcobleytavern/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/tom-cobley-tavern-crediton"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g635675-d2421754"">TripAdvisor</a>","<a href=""https://untappd.com/v/tom-cobley-tavern/765349"">Untappd</a>",,
The Hop Inn,Hornchurch,Greater London,England,Point of Interest,"<a href=""https://maps.google.com/?cid=3512676449845737641"">Google</a>","<a href=""https://www.hopinnhornchurch.com/"">Website</a>","<a href=""https://www.facebook.com/HopInnMicroPub/"">Facebook</a>","<a href=""https://www.instagram.com/inn_hop/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g503784-d21265592"">TripAdvisor</a>","<a href=""https://untappd.com/v/the-hop-inn/9720559"">Untappd</a>",,
Blue Barrel Cider,Oakington,Cambridgeshire,England,Cider,"<a href=""https://maps.google.com/?cid=6711076642667982905"">Google</a>","<a href=""https://bluebarrelcider.com/"">Website</a>","<a href=""https://www.facebook.com/BlueBarrelCider/"">Facebook</a>","<a href=""https://www.instagram.com/bluebarrelcider/"">Instagram</a>",,,"<a href=""https://untappd.com/BlueBarrelCider"">Untappd</a>",,
Iford Cider,Bradford-on-Avon,Wiltshire,England,Cider,"<a href=""https://maps.google.com/?cid=15507660288602754774"">Google</a>","<a href=""https://www.ifordcider.com/"">Website</a>","<a href=""https://www.facebook.com/ifordcider"">Facebook</a>","<a href=""https://www.instagram.com/ifordcider"">Instagram</a>",,,"<a href=""https://untappd.com/Iford-Cider"">Untappd</a>",,
Luke's Cider,London,Greater London,England,Cider,"<a href=""https://maps.google.com/?cid=3087204132532898241"">Google</a>","<a href=""https://www.lukescider.com/"">Website</a>","<a href=""https://www.facebook.com/lukescider/"">Facebook</a>","<a href=""https://www.instagram.com/lukescider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/luke-s-cider/395593"">Untappd</a>",,
Long Meadow Cider,Portadown,Armagh,Northern Ireland,Cider,"<a href=""https://maps.google.com/?cid=4808669294076402426"">Google</a>","<a href=""https://www.longmeadowcider.com/"">Website</a>","<a href=""https://www.facebook.com/longmeadowcider"">Facebook</a>","<a href=""https://www.instagram.com/long.meadow.cider"">Instagram</a>","<a href=""https://www.yelp.com/biz/long-meadow-cider-portadown"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g209959-d20220982"">TripAdvisor</a>","<a href=""https://untappd.com/w/long-meadow-cider/121859"">Untappd</a>",,
1785 Cider,Unterkirnach,Baden-Württemberg,Germany,Cider,,"<a href=""https://1785-cider.de/"">Website</a>","<a href=""https://www.facebook.com/1785Cider"">Facebook</a>","<a href=""https://www.instagram.com/1785cider/"">Instagram</a>",,,"<a href=""https://untappd.com/1785Cider"">Untappd</a>",,
Fruit Cru,Wellington,Wellington,New Zealand,Cider,,"<a href=""https://fruitcru.com/"">Website</a>",,"<a href=""https://www.instagram.com/fruitcru/"">Instagram</a>",,,,,
Pulpt,Somerton,Somerset,England,Cider,"<a href=""https://maps.google.com/?cid=6769290529103590363"">Google</a>","<a href=""https://www.pulpt.co.uk/"">Website</a>","<a href=""https://www.facebook.com/pulptcider/"">Facebook</a>","<a href=""https://www.instagram.com/pulptcider"">Instagram</a>",,,"<a href=""https://untappd.com/w/pulpt/406060"">Untappd</a>",,
Gould Ciders and Perries,Grampound,Cornwall,England,Cider,"<a href=""https://maps.google.com/?cid=1413267176378823784"">Google</a>","<a href=""https://gouldcider.co.uk/"">Website</a>",,"<a href=""https://www.instagram.com/gould_ciders_and_perries/"">Instagram</a>",,,"<a href=""https://untappd.com/w/gould-cider/380261"">Untappd</a>",,
Crackington Cider Co.,Crackington Haven,Cornwall,England,Cider,"<a href=""https://maps.google.com/?cid=16710346755802957363"">Google</a>","<a href=""https://www.crackingtoncider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/crackingtoncider.co.uk/"">Facebook</a>","<a href=""https://www.instagram.com/crackingtonciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/w/crackington-cider-co/444510"">Untappd</a>",,
