Year,Medal,Entrant,Entry,Style,Place
2015,🥈 SILVER,Kaneb Orchards,Cranberry Crisp Cider,Fruit Cider,
2015,🥉 BRONZE,Kaneb Orchards,Raquette River Cider,Unlimited Cider and Perry,
2015,🥉 BRONZE,Kaneb Orchards,St Lawrence Cider,Unlimited Cider and Perry,
2019,🥉 BRONZE,Kekionga Cider Company,Crisp,Modern Cider - Sweet,
2019,🥉 BRONZE,Kekionga Cider Company,Hop,Hopped Cider,
2019,🥉 BRONZE,Kekionga Cider Company,Jon,Modern Cider - Dry,
2019,🥉 BRONZE,Kekionga Cider Company,Lazy Foal,Wood Aged Cider,
2018,🥈 SILVER,Kekionga Cider Company,Harmar's Defeat,Fruit Cider,
2018,🥈 SILVER,Kekionga Cider Company,Old Bicorne,Modern Cider - Sweet,
2011,🥈 SILVER,Kennebec Cider Company,Maine Ice Cider,Ice Cider,
2019,🥈 SILVER,Keuka Craft Ciders,Barrel Aged Cider,Wood Aged Cider,
2019,🥈 SILVER,Keuka Craft Ciders,Summer Shandy Cider,Wood Aged Specialty Cider,
2019,🥉 BRONZE,Keuka Craft Ciders,Modern Dry Cider,Modern Cider - Dry,
2018,🥈 SILVER,Keuka Craft Ciders,Barrel Aged Dry,Wood Aged Cider,
2018,🥈 SILVER,Keuka Craft Ciders,Northern Spy,Traditional Cider - Dry,
2022,🥇 GOLD,Kikusui Brewing Co.,35 Terroir - Cidre Demi Sec,Modern Cider - Sweet,
2023,🥇 GOLD,King Orchards,Cherry OG,Fruit Cider,
2023,🥈 SILVER,King Orchards,Sweet OG,Modern Cider - Sweet,
2023,🥉 BRONZE,King Orchards,Dry OG,Heritage Cider - Dry,
2018,🥇 GOLD,Kings Highway Fine Cider,Mr. Ashmead's Kernel,Heritage Cider - Dry,
2018,🥇 GOLD,Kings Highway Fine Cider,Mr. Harrison,Heritage Cider - Dry,
2018,🥈 SILVER,Kings Highway Fine Cider,Apex Heritage,Heritage Cider - Dry,
2018,🥈 SILVER,Kings Highway Fine Cider,Ginger Snap,Specialty Cider and Perry,
2018,🥈 SILVER,Kings Highway Fine Cider,Lil Scrumpy,Heritage Cider - Dry,
2018,🥈 SILVER,Kings Highway Fine Cider,Mexican Breakfast,Specialty Cider and Perry,
2018,🥈 SILVER,Kings Highway Fine Cider,Mr. American Oak,Wood Aged Cider,
2018,🥈 SILVER,Kings Highway Fine Cider,Mr. Gold Rush,Heritage Cider - Dry,
2018,🥈 SILVER,Kings Highway Fine Cider,Passionfruit,Fruit Cider,
2018,🥈 SILVER,Kings Highway Fine Cider,Royal Blueberry,Fruit Cider,
2018,🥈 SILVER,Kings Highway Fine Cider,Whip Appeal,Fruit Cider,
2018,🥉 BRONZE,Kings Highway Fine Cider,Ancram Heritage,Heritage Cider - Dry,
2018,🥉 BRONZE,Kings Highway Fine Cider,Arnie's Orchard,Modern Cider - Dry,
2018,🥉 BRONZE,Kings Highway Fine Cider,Arnie's Wild,Modern Cider - Dry,
2018,🥉 BRONZE,Kings Highway Fine Cider,Beach Party,Spiced Cider,
2018,🥉 BRONZE,Kings Highway Fine Cider,Dutchess County Country Club Half and Half Special,Spiced Cider,
2018,🥉 BRONZE,Kings Highway Fine Cider,Irving Farm Especial,Specialty Cider and Perry,
2018,🥉 BRONZE,Kings Highway Fine Cider,Mainer Mojito,Specialty Cider and Perry,
2018,🥉 BRONZE,Kings Highway Fine Cider,Mr. Wickson,Heritage Cider - Dry,
2018,🥉 BRONZE,Kings Highway Fine Cider,Plum Smash,Fruit Cider,
2017,🥈 SILVER,Kings Highway Fine Cider,Beach Party,Specialty Cider and Perry,
2017,🥈 SILVER,Kings Highway Fine Cider,BLACKBERRY SMASH,Fruit Cider,
2017,🥈 SILVER,Kings Highway Fine Cider,Blood Orange Smash,Fruit Cider,
2017,🥈 SILVER,Kings Highway Fine Cider,Ginger Snap,Spiced Cider,
2017,🥈 SILVER,Kings Highway Fine Cider,It's All Good,Heritage Cider - Dry,
2017,🥈 SILVER,Kings Highway Fine Cider,Pineapple Smash,Specialty Cider and Perry,
2017,🥈 SILVER,Kings Highway Fine Cider,Singapore Sling,Specialty Cider and Perry,
2017,🥈 SILVER,Kings Highway Fine Cider,Squeezy,Fruit Cider,
2017,🥈 SILVER,Kings Highway Fine Cider,WHIP APPEAL,Fruit Cider,
2017,🥉 BRONZE,Kings Highway Fine Cider,ALL THAT,Fruit Cider,
2017,🥉 BRONZE,Kings Highway Fine Cider,Hoopty,Specialty Cider and Perry,
2017,🥉 BRONZE,Kings Highway Fine Cider,It's Like That,Fruit Cider,
2017,🥉 BRONZE,Kings Highway Fine Cider,Kentucky Sunshine,Wood Aged Cider,
2017,🥉 BRONZE,Kings Highway Fine Cider,Never Half Step,Heritage Cider - Dry,
2017,🥉 BRONZE,Kings Highway Fine Cider,NY JAM,Fruit Cider,
2017,🥉 BRONZE,Kings Highway Fine Cider,QUE LOCO,Fruit Cider,
2017,🥉 BRONZE,Kings Highway Fine Cider,Yes Ya'll,Heritage Cider - Dry,
2016,🥈 SILVER,Kings Highway Fine Cider,This Means I Love You,Wood Aged Cider and Perry,
2016,🥉 BRONZE,Kings Highway Fine Cider,Mr. Redfield,Modern Cider,
2021,🥈 SILVER,Kings Mill Cider,Russet Heritage,Heritage Cider - Dry,
2021,🥈 SILVER,Kings Mill Cider,Russet Squared,Specialty Cider and Perry,
2021,🥉 BRONZE,Kings Mill Cider,Strawberry Rhubarb,Fruit Cider,
2019,🥈 SILVER,Kings Mill Cider,Arrested Development,Heritage Cider - Dry,
2019,🥈 SILVER,Kings Mill Cider,Kings Mill Cider Ice,Ice Cider,
2019,🥈 SILVER,Kings Mill Cider,Russet Heritage,Heritage Cider - Dry,
2019,🥉 BRONZE,Kings Mill Cider,Premium Dry,Modern Cider - Dry,
2018,🥉 BRONZE,Kings Mill Cider,Kings Mill Cider Hopped,Hopped Cider,
2021,🥈 SILVER,Kingston Creek Cider,Cortland,Modern Cider - Dry,
2021,🥈 SILVER,Kingston Creek Cider,WildCider,Heritage Cider - Dry,
2019,🥈 SILVER,Kingston Creek Cider,Dry,Modern Cider - Dry,
2019,🥈 SILVER,Knightberg,Force of Gravity,Modern Cider - Dry,
2019,🥈 SILVER,Knightberg,Force of Gravity 2017 Vintage,Modern Cider - Dry,
2011,🥈 SILVER,Koval Distillery,Pear Brandy,Eau de vie,
2023,🥈 SILVER,Kristof Farms,Cider Noir,Fruit Cider,
2023,🥈 SILVER,Kristof Farms,Reserve Cider,Heritage Cider - Sweet,
2023,🥉 BRONZE,Kristof Farms,Orchard Cider,Heritage Cider - Dry,
2022,🏆 BEST IN CLASS,Kristof Farms,Orchard Blend,Heritage Cider - Dry,3rd Place
2022,🥇 GOLD,Kristof Farms,Orchard Reserve,Wood Aged Cider,
2023,🥇 GOLD,Kuhnhenn Brewing Co.,Kuhnhenn Cider,Modern Cider - Sweet,
2017,🥉 BRONZE,Kuura Cider,Kuura Ice Cider 2015,Ice Cider,
2022,🥈 SILVER,KW Craft Cider,Chai Cider,Botanical Cider,
2022,🥈 SILVER,KW Craft Cider,Thai Ginger,Botanical Cider,
2022,🥈 SILVER,KW Craft Cider,Wild Cherry,Fruit Cider,
2022,🥉 BRONZE,KW Craft Cider,Sparkling Dry,Modern Cider - Dry,
2021,🥇 GOLD,KW Craft Cider,Bartlett Pear,Fruit Cider,
2021,🥈 SILVER,KW Craft Cider,Chai Cider,Botanical Cider,
2021,🥈 SILVER,KW Craft Cider,Sparkling Dry,Modern Cider - Dry,
2021,🥈 SILVER,KW Craft Cider,Thai Ginger,Botanical Cider,
2021,🥈 SILVER,KW Craft Cider,Wild Cherry,Fruit Cider,
2021,🥉 BRONZE,KW Craft Cider,Honey Blossom,Specialty Cider and Perry,
2019,🥈 SILVER,KW Craft Cider,Canadian Shield Berries,Fruit Cider,
2019,🥈 SILVER,KW Craft Cider,Single Varietal - Idared,Heritage Cider - Dry,
2019,🥈 SILVER,KW Craft Cider,Thai Ginger,Spiced Cider,
2019,🥉 BRONZE,KW Craft Cider,Spiced Oak,Wood Aged Specialty Cider,
2018,🥈 SILVER,KW Craft Cider,Dry Hopped,Hopped Cider,
2018,🥈 SILVER,KW Craft Cider,Thai Ginger,Spiced Cider,
2018,🥉 BRONZE,KW Craft Cider,Canadian Shield Berries,Fruit Cider,
2018,🥉 BRONZE,KW Craft Cider,Sparkling Dry Cider,Modern Cider - Dry,
2017,🥈 SILVER,KW Craft Cider,Hot Raspberry,Specialty Cider and Perry,
2017,🥈 SILVER,KW Craft Cider,Sparkling Dry,Modern Cider - Dry,
2017,🥉 BRONZE,KW Craft Cider,Vanilla Cream,Specialty Cider and Perry,
2016,🥈 SILVER,KW Craft Cider,Cranberry Cider,Fruit Cider,
2016,🥈 SILVER,KW Craft Cider,Hot Ginger Cider,Specialty Cider and Perry,
2016,🥈 SILVER,KW Craft Cider,KW Craft Cider,Modern Cider,
2016,🥈 SILVER,KW Craft Cider,Spiced Cider,Spiced Cider,
2015,🥈 SILVER,KW Craft Cider,KW Craft Cider,Modern Cider,
2023,🥈 SILVER,Lassen Traditional Cider,Kingston Black,Traditional Cider - Dry,
2023,🥉 BRONZE,Lassen Traditional Cider,Farmhouse Dry,Heritage Cider - Dry,
2022,🥈 SILVER,Lassen Traditional Cider,Wombat Flats Cider,Heritage Cider - Dry,
2021,🥉 BRONZE,Lassen Traditional Cider,Filigreen Farm,Heritage Cider - Dry,
2021,🥉 BRONZE,Lassen Traditional Cider,Heirloom Blend,Heritage Cider - Dry,
2019,🥇 GOLD,Lassen Traditional Cider,Farmhouse Dry Cider,Heritage Cider - Dry,
2019,🥉 BRONZE,Lassen Traditional Cider,Newtown Pippin,Heritage Cider - Dry,
2018,🥉 BRONZE,Lassen Traditional Cider,Farmhouse Dry,Heritage Cider - Dry,
2018,🥉 BRONZE,Lassen Traditional Cider,Winesap,Heritage Cider - Dry,
2017,🥈 SILVER,Lassen Traditional Cider,2016 Winesap,Heritage Cider - Dry,
2017,🥉 BRONZE,Lassen Traditional Cider,2015 Farmhouse Dry,Wood Aged Cider,
2018,🥈 SILVER,Le Flanc Nord Verger & Cidrerie,Cidre bouché traditionnel,Natural Cider,
2018,🥉 BRONZE,Le Flanc Nord Verger & Cidrerie,Cocktail au cidre aromatise au houblon,Hopped Cider,
2017,🥈 SILVER,Le Flanc Nord Verger & Cidrerie,Cidre liquoreux,Specialty Cider and Perry,
2017,🥉 BRONZE,Le Flanc Nord Verger & Cidrerie,Cidre bouché traditionnel,Traditional Cider - Dry,
2017,🥉 BRONZE,Le Flanc Nord Verger & Cidrerie,Cidre de glace,Ice Cider,
2017,🥉 BRONZE,Le Flanc Nord Verger & Cidrerie,Cidre tranquille,Specialty Cider and Perry,
2016,🥈 SILVER,Le Flanc Nord Verger & Cidrerie,cidre  pétillant traditionnel sur lies,Modern Cider,
2016,🥈 SILVER,Le Flanc Nord Verger & Cidrerie,cidre de glace,Ice Cider,
2015,🥇 GOLD,Le Flanc Nord Verger & Cidrerie,Cidre de Glace 2012,Ice Cider,
2017,🏆 BEST IN CLASS,Le Père Jules,Poiré de Normandie,Traditional Perry,1st Place
2017,🏆 BEST IN CLASS,Le Père Jules,Calvados Pays d'Auge 3 ans d'âge,Spirits,2nd Place
2017,🥈 SILVER,Le Père Jules,Cidre de Normandie Brut,Traditional Cider - Sweet,
2016,🏆 BEST IN CLASS,Le Père Jules,Pommeau de Normandie,Pommeau,2nd Place
2016,🥈 SILVER,Le Père Jules,Calvados Pays d'Auge 10 ans d'âge,Brandy,
2016,🥈 SILVER,Le Père Jules,Le Père Jules Cidre Brut,French Cider,
2016,🥈 SILVER,Le Père Jules,Le Père Jules Poiré,Traditional Perry,
2014,🥇 GOLD,Le Père Jules,Calvados Pays d'Auge - 20 Ans,Brandy,
2014,🥇 GOLD,Le Père Jules,Cidre de Normandie Brut,French Cider,
2014,🥈 SILVER,Le Père Jules,Calvados Pays d'Auge - 10 Ans,Brandy,
2014,🥈 SILVER,Le Père Jules,Calvados Pays d'Auge - 3 Ans,Brandy,
2014,🥈 SILVER,Le Père Jules,Poiré de Normandie Brut,Traditional Perry,
2014,🥉 BRONZE,Le Père Jules,Pommeau de Normandie - Plus de 5 Ans,Pommeau,
2017,🥉 BRONZE,Leaky Barrel Cider Company,Old Baldy,Wood Aged Cider,
2017,🥉 BRONZE,Leaky Barrel Cider Company,S.A.S.H.,Hopped Cider,
2016,🥈 SILVER,Left Field Cider Co.,Big Dry,Heritage Cider,
2016,🥈 SILVER,Left Field Cider Co.,Pear Dry,New World Perry,
2016,🥉 BRONZE,Left Field Cider Co.,Little Dry ,Heritage Cider,
2015,🥉 BRONZE,Left Field Cider Co.,Little Dry,Modern Cider,
2013,🥈 SILVER,Left Field Cider Co.,Little Dry,New World Cider,
2023,🥇 GOLD,Left Foot Charley,Winesap,Modern Cider - Dry,
2023,🥈 SILVER,Left Foot Charley,Cinnamon Girl,Botanical Cider,
2023,🥈 SILVER,Left Foot Charley,Kingston Black,Traditional Cider - Dry,
2023,🥈 SILVER,Left Foot Charley,Otterson,Rosé Cider,
2021,🥇 GOLD,Left Foot Charley,Spitzenburg,Modern Cider - Dry,
2021,🥈 SILVER,Left Foot Charley,Engle's Ransom,Heritage Cider - Dry,
2021,🥈 SILVER,Left Foot Charley,Fortis Maelum,Heritage Cider - Dry,
2021,🥈 SILVER,Left Foot Charley,Otterson Apple Cider,Rosé Cider,
2021,🥉 BRONZE,Left Foot Charley,Bayeux Tapestry,Heritage Cider - Dry,
2021,🥉 BRONZE,Left Foot Charley,Golden Russet,Modern Cider - Sweet,
2021,🥉 BRONZE,Left Foot Charley,Porter's Perfection,Heritage Cider - Dry,
2019,🥇 GOLD,Left Foot Charley,Antrim County Hard Cider,Modern Cider - Sweet,
2019,🥈 SILVER,Left Foot Charley,Henry's Pippin,Modern Cider - Dry,
2019,🥉 BRONZE,Left Foot Charley,The Cunning Ham,Modern Cider - Dry,
2018,🥈 SILVER,Left Foot Charley,Antrim County Cider,Modern Cider - Sweet,
2018,🥈 SILVER,Left Foot Charley,Cinnamon Girl,Spiced Cider,
2018,🥈 SILVER,Left Foot Charley,Engle's Ransom,Heritage Cider - Dry,
2018,🥈 SILVER,Left Foot Charley,Henry's Pippin,Modern Cider - Dry,
2018,🥈 SILVER,Left Foot Charley,Otterson Apple,Modern Cider - Dry,
2017,🥈 SILVER,Left Foot Charley,Cinnamon Girl,Spiced Cider,
2017,🥈 SILVER,Left Foot Charley,Cunning Ham,Modern Cider - Dry,
2017,🥉 BRONZE,Left Foot Charley,Antrim County,Modern Cider - Sweet,
2017,🥉 BRONZE,Left Foot Charley,Henry's Pippin,Modern Cider - Dry,
2016,🥈 SILVER,Left Foot Charley,Cinnamon Girl,Spiced Cider,
2016,🥈 SILVER,Left Foot Charley,Henry's Pippin,Heritage Cider,
2016,🥈 SILVER,Left Foot Charley,Perry Hannah,New World Perry,
2016,🥉 BRONZE,Left Foot Charley,Cunning Ham,Modern Cider,
2015,🥉 BRONZE,Left Foot Charley,Antrim County,Modern Cider,
2015,🥉 BRONZE,Left Foot Charley,Cinnamon Girl,Spiced Cider,
2015,🥉 BRONZE,Left Foot Charley,Classic,Heritage Cider,
2013,🥈 SILVER,Left Foot Charley,Cinnamon Girl,Specialty Cider and Perry,
2013,🥉 BRONZE,Left Foot Charley,Empty Bushel,New World Cider,
2012,🏆 BEST IN CLASS,Left Foot Charley,Relic Hard Cider,New World Cider,2nd Place
2012,🥈 SILVER,Left Foot Charley,Cinnamon Girl Hard Cider,Specialty Cider and Perry,
2011,🥈 SILVER,Left Foot Charley,Cinnamon Girl,Specialty Cider and Perry,
2011,🥈 SILVER,Left Foot Charley,Left Foot Charley Hard Cider,New World Cider,
2011,🥈 SILVER,Lehman's Orchards,Honeycrisp Cider,Specialty Cider and Perry,
2011,🥈 SILVER,Lehman's Orchards,Perry Pear,New World Perry,
2011,🥉 BRONZE,Lehman's Orchards,Raspberry-Apple Cider,Fruit Cider,
2009,🥈 SILVER,Lehman's Orchards,Honeycrisp Hard Apple Cider,Specialty Cider and Perry,
2021,🥇 GOLD,Lekker Cider,Sour Cherry Pomme-Pear,Fruit Cider,
2019,🥈 SILVER,Lekker Cider,Dry Hopped Bru,Hopped Cider,
2019,🥉 BRONZE,Lekker Cider,Eiland Guava Bru,Fruit Cider,
2019,🥉 BRONZE,Lekker Cider,Pippin's Bru,Heritage Cider - Dry,
2019,🥈 SILVER,Les Vergers de Kermao,Cidre AOP Cornouaille Kermao,Traditional Cider - Sweet,
2018,🥈 SILVER,Les Vergers de Kermao,Cider AOP Cornouaille Kermao,Traditional Cider - Sweet,
2017,🏆 BEST IN CLASS,Les Vergers de Kermao,Cidre AOP Cornouaille Kermao ,Traditional Cider - Sweet,1st Place
2021,🥈 SILVER,Liberty Ciderworks,Sixpenny,Heritage Cider - Dry,
2021,🥉 BRONZE,Liberty Ciderworks,55 Chain,Traditional Cider - Dry,
2021,🥉 BRONZE,Liberty Ciderworks,Kingston Black - Artisan Series,Traditional Cider - Dry,
2019,🥈 SILVER,Liberty Ciderworks,Heirloom Series McIntosh,Modern Cider - Dry,
2019,🥈 SILVER,Liberty Ciderworks,Widdershins,Fortified Cider,
2019,🥉 BRONZE,Liberty Ciderworks,English Style,Traditional Cider - Dry,
2019,🥉 BRONZE,Liberty Ciderworks,Stonewall,Wood Aged Cider,
2018,🥇 GOLD,Liberty Ciderworks,Newtown Pippin SV,Heritage Cider - Dry,
2018,🥉 BRONZE,Liberty Ciderworks,Browns Apple SV,Heritage Cider - Dry,
2018,🥉 BRONZE,Liberty Ciderworks,Columbia Crab SV,Heritage Cider - Dry,
2018,🥉 BRONZE,Liberty Ciderworks,Stonewall,Wood Aged Cider,
2017,🥈 SILVER,Liberty Ciderworks,Columbia Crab SV,Heritage Cider - Sweet,
2017,🥈 SILVER,Liberty Ciderworks,Porter's Perfection SV,Traditional Cider - Dry,
2017,🥉 BRONZE,Liberty Ciderworks,McIntosh SV,Modern Cider - Sweet,
2017,🥉 BRONZE,Liberty Ciderworks,Stonewall,Wood Aged Cider,
2016,🥇 GOLD,Liberty Ciderworks,Stonewall,Wood Aged Cider and Perry,
2016,🥉 BRONZE,Liberty Ciderworks,English Style II,English Cider,
2016,🥉 BRONZE,Liberty Ciderworks,Gravenstein SV,Modern Cider,
2015,🏆 BEST IN CLASS,Liberty Ciderworks,Stonewall,Wood Aged Cider and Perry,1st Place
2015,🥈 SILVER,Liberty Ciderworks,Kingston Black SV,English Cider,
2015,🥈 SILVER,Liberty Ciderworks,Macintosh SV,Modern Cider,
2015,🥈 SILVER,Liberty Ciderworks,Manchurian SV,Specialty Cider and Perry,
2015,🥈 SILVER,Liberty Ciderworks,Turncoat,Hopped/Herbal Cider,
2014,🥇 GOLD,Liberty Ciderworks,English Style,Wood Aged Cider and Perry,
2014,🥉 BRONZE,Liberty Ciderworks,Jonathan SV,Wood Aged Cider and Perry,
2014,🥉 BRONZE,Liberty Ciderworks,New World,Wood Aged Cider and Perry,
2013,🥈 SILVER,Liberty Ciderworks,02-13,New World Cider,
2013,🥈 SILVER,Liberty Ciderworks,03-12,English Cider,
2021,🥈 SILVER,Lindner's Cider,Highlands,Heritage Cider - Dry,
2021,🥈 SILVER,Lindner's Cider,Lindner's Hazy N' Juicy IPA-style Cider,Hopped Cider,
2021,🥈 SILVER,Lindner's Cider,Lindner's San Sebastian,Natural Cider,
2021,🥈 SILVER,Lindner's Cider,Summer Shandy,Hopped Cider,
2021,🥉 BRONZE,Lindner's Cider,Cabin Hill,Heritage Cider - Dry,
2021,🥉 BRONZE,Lindner's Cider,Hamden Hill Honey Cider,Wood Aged Specialty Cider,
2021,🥉 BRONZE,Lindner's Cider,Lindner's Farmhouse Cider,Modern Cider - Dry,
2023,🥇 GOLD,Liquid Alchemy Ciderworks,Darkness 4,Specialty Cider and Perry,
2023,🥈 SILVER,Liquid Alchemy Ciderworks,Cherry-ots-of-Fire,Specialty Cider and Perry,
2023,🥈 SILVER,Liquid Alchemy Ciderworks,In-Core-Rigible,Modern Cider - Sweet,
2023,🥉 BRONZE,Liquid Alchemy Ciderworks,Cinnical,Botanical Cider,
2019,🥈 SILVER,Liquid Alchemy Ciderworks,Cherry-ots-of-Fire,Wood Aged Specialty Cider,
2019,🥉 BRONZE,Liquid Alchemy Ciderworks,The-Light-Cide(r),Modern Cider - Sweet,
2018,🥈 SILVER,Liquid Alchemy Ciderworks,Cinnical,Spiced Cider,
2018,🥉 BRONZE,Liquid Alchemy Ciderworks,Deeply-Rooted,Wood Aged Specialty Cider,
2018,🥉 BRONZE,Liquid Alchemy Ciderworks,The-Dark-Cide(r),Specialty Cider and Perry,
2023,🥈 SILVER,Little Apple Cidery,Calville Blanc,Heritage Cider - Dry,
2023,🥈 SILVER,Little Apple Cidery,Verzamelen,Heritage Cider - Dry,
2022,🥇 GOLD,Little Apple Cidery,Floraison,Heritage Cider - Dry,
2022,🥉 BRONZE,Little Apple Cidery,Nobletown,Wood Aged Cider,
2021,🥈 SILVER,Little Apple Cidery,Orchard Reserve,Heritage Cider - Dry,
2021,🥉 BRONZE,Little Apple Cidery,Orchard Reserve Quince,Fruit Cider,
2018,🥉 BRONZE,Little Pomona,Old Man & The Bee,Heritage Cider - Dry,
2018,🥉 BRONZE,Little Pomona,The Unicorn 2016,Traditional Cider - Dry,
2023,🥈 SILVER,Llagares Valverán,Valveran 20 Manzanas,Ice Cider,
2021,🥈 SILVER,Llagares Valverán,20 Manzanas,Ice Cider,
2013,🥈 SILVER,Llagares Valverán,Valveran Brut,Spanish Cider,
2013,🥉 BRONZE,Llagares Valverán,Valveran 20 Manzanas Frost,Ice Cider,
2023,🥇 GOLD,Loch Mór Cider Co.,Sour Cherry,Fruit Cider,
2023,🥈 SILVER,Loch Mór Cider Co.,Blush,Rosé Cider,
2023,🥈 SILVER,Loch Mór Cider Co.,Dabinett,Traditional Cider - Dry,
2023,🥈 SILVER,Loch Mór Cider Co.,Hopped,Hopped Cider,
2023,🥈 SILVER,Loch Mór Cider Co.,Pommeau,Fortified Cider,
2023,🥈 SILVER,Loch Mór Cider Co.,Savvy Pomme Sparkling,Heritage Cider - Dry,
2023,🥈 SILVER,Loch Mór Cider Co.,Untamed,Traditional Cider - Dry,
2023,🥉 BRONZE,Loch Mór Cider Co.,Maple Pommeau,Fortified Cider,
2022,🏆 BEST IN CLASS,Loch Mór Cider Co.,Kingston Black,Traditional Cider - Dry,1st Place
2022,🏆 BEST IN CLASS,Loch Mór Cider Co.,Yarlington Mill,Traditional Cider - Dry,2nd Place
2022,🥇 GOLD,Loch Mór Cider Co.,Savvy Pomme,Heritage Cider - Dry,
2022,🥈 SILVER,Loch Mór Cider Co.,Pommeau,Fortified Cider,
2021,🏆 BEST IN CLASS,Loch Mór Cider Co.,Barrel Aged Pommeau,Fortified Cider,2nd Place
2021,🏆 BEST IN CLASS,Loch Mór Cider Co.,Savvy Pomme Sparkling,Heritage Cider - Dry,3rd Place
2021,🥇 GOLD,Loch Mór Cider Co.,Danforth Rd Series: Harrison,Heritage Cider - Dry,
2021,🥈 SILVER,Loch Mór Cider Co.,Danforth Rd Series: Russet Pet-Nat,Heritage Cider - Dry,
2021,🥈 SILVER,Loch Mór Cider Co.,Savvy Pomme Still,Heritage Cider - Dry,
2023,🥈 SILVER,Locust Cider,Honey Pear,Specialty Cider and Perry,
2023,🥉 BRONZE,Locust Cider,Juicy Peach,Fruit Cider,
2023,🥉 BRONZE,Locust Cider,Vanilla Bean,Specialty Cider and Perry,
2023,🥉 BRONZE,Locust Cider,Watermelon,Fruit Cider,
2022,🥈 SILVER,Locust Cider,Blackberry,Fruit Cider,
2022,🥈 SILVER,Locust Cider,Rio Red Grapefruit,Fruit Cider,
2022,🥈 SILVER,Locust Cider,Vanilla Bean,Specialty Cider and Perry,
2022,🥉 BRONZE,Locust Cider,Cold Pressed Apple,Modern Cider - Dry,
2022,🥉 BRONZE,Locust Cider,Mojito,Specialty Cider and Perry,
2021,🥈 SILVER,Locust Cider,Vanilla Bean,Botanical Cider,
2021,🥉 BRONZE,Locust Cider,Mojito,Specialty Cider and Perry,
2021,🥉 BRONZE,Locust Cider,New England Amber,Specialty Cider and Perry,
2021,🥉 BRONZE,Locust Cider,Watermelon,Fruit Cider,
2019,🥈 SILVER,Locust Cider,Dark Cherry,Fruit Cider,
2019,🥈 SILVER,Locust Cider,Honey Pear,Specialty Cider and Perry,
2019,🥉 BRONZE,Locust Cider,Mojito,Specialty Cider and Perry,
2019,🥉 BRONZE,Locust Cider,New England Amber,Specialty Cider and Perry,
2019,🥉 BRONZE,Locust Cider,Strawberry Hibiscus,Specialty Cider and Perry,
2019,🥉 BRONZE,Locust Cider,Vanilla Bean,Spiced Cider,
2018,🥈 SILVER,Locust Cider,Hibiscus,Spiced Cider,
2018,🥈 SILVER,Locust Cider,Honey Pear,Specialty Cider and Perry,
2018,🥈 SILVER,Locust Cider,Sweet Aged Apple,Modern Cider - Sweet,
2018,🥉 BRONZE,Locust Cider,Dark Cherry,Fruit Cider,
2018,🥉 BRONZE,Locust Cider,Vanilla Bean,Spiced Cider,
2017,🥈 SILVER,Locust Cider,Locust Blackberry Sage,Specialty Cider and Perry,
2017,🥈 SILVER,Locust Cider,Locust Sweet Aged Apple,Modern Cider - Sweet,
2017,🥉 BRONZE,Locust Cider,Locust Dark Cherry,Fruit Cider,
2017,🥉 BRONZE,Locust Cider,Locust Original Dry,Modern Cider - Dry,
2017,🥉 BRONZE,Locust Cider,Locust Thai Ginger,Spiced Cider,
2017,🥉 BRONZE,Locust Cider,Locust Vanilla Bean,Specialty Cider and Perry,
2016,🥈 SILVER,Locust Cider,Dark Cherry,Fruit Cider,
2016,🥈 SILVER,Locust Cider,Wabi Sabi,Modern Cider,
2016,🥉 BRONZE,Locust Cider,Original Dry,Modern Cider,
2016,🥉 BRONZE,Locust Cider,Thai Ginger,Spiced Cider,
2016,🥉 BRONZE,Locust Cider,Winesap,Modern Cider,
