Year_Old,Year,Medalist,Medalist_URL,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Brooklyn Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",0,0,4,0,4,https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Pux Cider,"<a href=""https://ciderguide.com/glintcap/medalists/pux-cider/"">Pux Cider</a>",0,0,3,1,4,https://ciderguide.com/glintcap/medalists/pux-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Shoal Hope Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/shoal-hope-ciderworks/"">Shoal Hope Ciderworks</a>",0,0,3,1,4,https://ciderguide.com/glintcap/medalists/shoal-hope-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Texas Corners Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/texas-corners-brewing-company/"">Texas Corners Brewing Company</a>",0,0,3,1,4,https://ciderguide.com/glintcap/medalists/texas-corners-brewing-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cider Riot!,"<a href=""https://ciderguide.com/glintcap/medalists/cider-riot/"">Cider Riot!</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/cider-riot/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie Verger Bilodeau,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-verger-bilodeau/"">Cidrerie Verger Bilodeau</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/cidrerie-verger-bilodeau/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Common Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/common-cider-company/"">Common Cider Company</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/common-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Deep Roots Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/"">Deep Roots Hard Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Eris Brewery & Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/"">Eris Brewery & Cider House</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hudson Valley Farmhouse Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hudson-valley-farmhouse-cider/"">Hudson Valley Farmhouse Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/hudson-valley-farmhouse-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",KW Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/kw-craft-cider/"">KW Craft Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/kw-craft-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Noble Cider,"<a href=""https://ciderguide.com/glintcap/medalists/noble-cider/"">Noble Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/noble-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Peat's Original Cider,"<a href=""https://ciderguide.com/glintcap/medalists/peats-original-cider/"">Peat's Original Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/peats-original-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sapsucker Farms Yellow Belly Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/sapsucker-farms-yellow-belly-cidery/"">Sapsucker Farms Yellow Belly Cidery</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/sapsucker-farms-yellow-belly-cidery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Yip Cider,"<a href=""https://ciderguide.com/glintcap/medalists/yip-cider/"">Yip Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/yip-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",26 Acre Craft Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/26-acre-craft-cider-company/"">26 Acre Craft Cider Company</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/26-acre-craft-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ash & Elm Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/ash-elm-cider-company/"">Ash & Elm Cider Company</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/ash-elm-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Nomad Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/nomad-cidery/"">Nomad Cidery</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/nomad-cidery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",The Great Canadian Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/the-great-canadian-cider-company/"">The Great Canadian Cider Company</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/the-great-canadian-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",York County Cider,"<a href=""https://ciderguide.com/glintcap/medalists/york-county-cider/"">York County Cider</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/york-county-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bishop Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/bishop-cider-company/"">Bishop Cider Company</a>",0,0,0,4,4,https://ciderguide.com/glintcap/medalists/bishop-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tractor Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/tractor-brewing-company/"">Tractor Brewing Company</a>",0,0,0,4,4,https://ciderguide.com/glintcap/medalists/tractor-brewing-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big Fish Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",2,1,0,0,3,https://ciderguide.com/glintcap/medalists/big-fish-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cider Hill Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/cider-hill-cellars/"">Cider Hill Cellars</a>",1,1,0,1,3,https://ciderguide.com/glintcap/medalists/cider-hill-cellars/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bulwark Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bulwark-cider/"">Bulwark Cider</a>",1,0,1,1,3,https://ciderguide.com/glintcap/medalists/bulwark-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Chateau Morrisette,"<a href=""https://ciderguide.com/glintcap/medalists/chateau-morrisette/"">Chateau Morrisette</a>",1,0,1,1,3,https://ciderguide.com/glintcap/medalists/chateau-morrisette/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Dunkertons Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",1,0,0,2,3,https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sierra Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",1,0,0,2,3,https://ciderguide.com/glintcap/medalists/sierra-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Incline Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/incline-cider-company/"">Incline Cider Company</a>",0,1,2,0,3,https://ciderguide.com/glintcap/medalists/incline-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Coastliner Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/coastliner-craft-cider/"">Coastliner Craft Cider</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/coastliner-craft-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Fieldstone Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/fieldstone-hard-cider-co/"">Fieldstone Hard Cider Co.</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/fieldstone-hard-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Loïc Raison,"<a href=""https://ciderguide.com/glintcap/medalists/loic-raison/"">Loïc Raison</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/loic-raison/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Champlain Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/champlain-orchards/"">Champlain Orchards</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/champlain-orchards/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Rootstock Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/rootstock-ciderworks/"">Rootstock Ciderworks</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/rootstock-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Santa Cruz Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/santa-cruz-cider-co/"">Santa Cruz Cider Co.</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/santa-cruz-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Scenic Road Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/"">Scenic Road Cider Co.</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",ShipBuilders Cider,"<a href=""https://ciderguide.com/glintcap/medalists/shipbuilders-cider/"">ShipBuilders Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/shipbuilders-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stowe Cider,"<a href=""https://ciderguide.com/glintcap/medalists/stowe-cider/"">Stowe Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/stowe-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Collective Arts Brewing,"<a href=""https://ciderguide.com/glintcap/medalists/collective-arts-brewing/"">Collective Arts Brewing</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/collective-arts-brewing/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Descendant Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/descendant-cider-company/"">Descendant Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/descendant-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Empire Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/empire-cider-company/"">Empire Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/empire-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Fabbioli Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/fabbioli-cellars/"">Fabbioli Cellars</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/fabbioli-cellars/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hazlitt 1852 Vineyards,"<a href=""https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/"">Hazlitt 1852 Vineyards</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",McClure's Orchard & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/"">McClure's Orchard & Winery</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ricker Hill,"<a href=""https://ciderguide.com/glintcap/medalists/ricker-hill/"">Ricker Hill</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/ricker-hill/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra Trabanco,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/sidra-trabanco/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Uncommon Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/uncommon-cider-co/"">Uncommon Cider Co.</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/uncommon-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Wards Cider,"<a href=""https://ciderguide.com/glintcap/medalists/wards-cider/"">Wards Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/wards-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bee Well Mead & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Corey Lake Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/corey-lake-orchards/"">Corey Lake Orchards</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/corey-lake-orchards/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Greenwood Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/greenwood-cider-company/"">Greenwood Cider Company</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/greenwood-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Liquid Alchemy Beverages,"<a href=""https://ciderguide.com/glintcap/medalists/liquid-alchemy-beverages/"">Liquid Alchemy Beverages</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/liquid-alchemy-beverages/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Mawby Vineyards,"<a href=""https://ciderguide.com/glintcap/medalists/mawby-vineyards/"">Mawby Vineyards</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/mawby-vineyards/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Mississippi Ale House,"<a href=""https://ciderguide.com/glintcap/medalists/mississippi-ale-house/"">Mississippi Ale House</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/mississippi-ale-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Raging Cider & Mead,"<a href=""https://ciderguide.com/glintcap/medalists/raging-cider-mead/"">Raging Cider & Mead</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/raging-cider-mead/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sourwood Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sourwood-cider/"">Sourwood Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/sourwood-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Square Mile Cider,"<a href=""https://ciderguide.com/glintcap/medalists/square-mile-cider/"">Square Mile Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/square-mile-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Thornapple Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/"">Thornapple Brewing Company</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Blueberry Hill Estates,"<a href=""https://ciderguide.com/glintcap/medalists/blueberry-hill-estates/"">Blueberry Hill Estates</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/blueberry-hill-estates/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Century Tree Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/century-tree-cider-co/"">Century Tree Cider Co.</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/century-tree-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Heartwood Farm & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/heartwood-farm-cidery/"">Heartwood Farm & Cidery</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/heartwood-farm-cidery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Prospect Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/prospect-ciderworks/"">Prospect Ciderworks</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/prospect-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Puddicombe Estate Farm,"<a href=""https://ciderguide.com/glintcap/medalists/puddicombe-estate-farm/"">Puddicombe Estate Farm</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/puddicombe-estate-farm/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Robinette Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/robinette-cellars/"">Robinette Cellars</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/robinette-cellars/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Barrika,"<a href=""https://ciderguide.com/glintcap/medalists/barrika/"">Barrika</a>",1,0,1,0,2,https://ciderguide.com/glintcap/medalists/barrika/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra Mayador,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",1,0,1,0,2,https://ciderguide.com/glintcap/medalists/sidra-mayador/
