Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude,Shortcode
Les Vergers de Kermao,1,0,2,0,3,2017,2019,3,https://ciderguide.com/les-vergers-de-kermao/,https://www.cidre-bretagne.com/,,https://www.instagram.com/kermao.cidre/,https://maps.google.com/?cid=11761800243914556755,Finistère,France,Active,47.920648,-4.087596,les-vergers-de-kermao
Adams Cider Company,1,0,1,1,3,2014,2018,3,https://ciderguide.com/adams-cider-company/,http://www.devilsbit.ie/,https://www.facebook.com/devilsbitcider,,https://goo.gl/maps/VdoAPVRDYXsAWWPi7,Tipperary,Ireland,Active,52.752526,-7.957888,adams-cider-company
Ambix Spirits,1,0,1,1,3,2023,2023,1,https://ciderguide.com/ambix-spirits/,,,https://www.instagram.com/ambixspirits/,,California,United States,Active,38.4250521,-122.8319794,ambix-spirits
Fraser Valley Cider Company,1,0,1,1,3,2022,2022,1,https://ciderguide.com/fraser-valley-cider-company/,http://www.fraservalleycider.ca/,,https://www.instagram.com/fraservalleycider/,https://maps.google.com/?cid=1355617416961303454,British Columbia,Canada,Active,49.030911,-122.610962,fraser-valley-cider-company
Chateau Morrisette,1,0,1,1,3,2018,2018,1,https://ciderguide.com/chateau-morrisette/,https://www.thedogs.com/,https://www.facebook.com/ch.morrisette,https://www.instagram.com/ourdogblue/,https://maps.google.com/?cid=4189670265043745900,Virginia,United States,Active,36.793824,-80.3954679,chateau-morrisette
Rebel Apple,0,3,0,0,3,2023,2023,1,https://ciderguide.com/rebel-apple/,https://rebelapple.com/,https://www.facebook.com/rebelappleofficial/,https://www.instagram.com/rebel_apple/,https://maps.google.com/?cid=9219116533030903770,,Russia,Active,55.7692065,37.5108509,rebel-apple
Gnarly Pippin Cider House,0,2,0,1,3,2021,2021,1,https://ciderguide.com/gnarly-pippin-cider-house/,,,,,Ohio,United States,Inactive,41.503749,-81.5658554,gnarly-pippin-cider-house
Bel Lago Winery,0,1,2,0,3,2015,2016,2,https://ciderguide.com/bel-lago-winery/,http://bellago.com/,https://www.facebook.com/Bellagowinery,https://www.instagram.com/bellagowinery/,https://maps.google.com/?cid=4644233978350648994,Michigan,United States,Active,44.883859,-85.725118,bel-lago-winery
Seek-No-Further Cidery,0,1,2,0,3,2023,2023,1,https://ciderguide.com/seek-no-further-cidery/,https://www.seeknofurthercider.com/,https://www.facebook.com/seeknofurthercidery,https://www.instagram.com/seeknofurthercidery/,https://maps.google.com/?cid=4713802987366690958,Ohio,United States,Active,40.0670945,-82.5194091,seek-no-further-cidery
Woodlore Cider Co.,0,1,2,0,3,2023,2023,1,https://ciderguide.com/woodlore-cider-co/,https://woodlorecider.com/,https://www.facebook.com/woodlorecider,https://www.instagram.com/woodlorecider/,https://maps.google.com/?cid=1776202393703805757,Minnesota,United States,Active,46.4067999,-94.2866359,woodlore-cider-co
Stoneybrook Cider,0,1,1,1,3,2019,2022,3,https://ciderguide.com/stoneybrook-cider/,http://www.stoneybrookcider.com/,https://www.facebook.com/stoneybrookcider/,,,Massachusetts,United States,Active,42.250687,-72.55657,stoneybrook-cider
Banditry Cider,0,1,1,1,3,2023,2023,1,https://ciderguide.com/banditry-cider/,https://www.banditrycider.com/,,https://www.instagram.com/banditrycider/,https://maps.google.com/?cid=854343294329911332,British Columbia,Canada,Active,49.40261,-123.5296301,banditry-cider
King Orchards,0,1,1,1,3,2023,2023,1,https://ciderguide.com/king-orchards/,https://kingorchards.com/,https://www.facebook.com/KingOrchards,https://www.instagram.com/kingorchards/,https://maps.google.com/?cid=16784767382761834903,Michigan,United States,Active,45.1018844,-85.3050168,king-orchards
Manoff Market Gardens & Cidery,0,1,1,1,3,2023,2023,1,https://ciderguide.com/manoff-market-gardens-cidery/,https://www.manoffmarketgardens.com/,https://www.facebook.com/manoffmarketgardens/,https://www.instagram.com/manoffmarket/,https://maps.google.com/?cid=17360528276654196325,Pennsylvania,United States,Active,40.396882,-75.0057,manoff-market-gardens-cidery
Tempted Cider,0,1,1,1,3,2021,2021,1,https://ciderguide.com/tempted-cider/,http://www.temptedcider.co.uk/,https://www.facebook.com/temptedcider/,https://www.instagram.com/temptedcider/,https://maps.google.com/?cid=4479314919661417093,Down,United Kingdom,Active,54.5086985,-6.1311345,tempted-cider
Loïc Raison,0,1,1,1,3,2018,2018,1,https://ciderguide.com/loic-raison/,http://www.loicraison.fr/,https://www.facebook.com/CidreLoicRaison/,https://www.instagram.com/loicraison/,https://maps.google.com/?cid=15768587504697904757,Ille-et-Vilaine,France,Active,48.070267,-1.394779,loic-raison
The Infinite Monkey Theorem,0,1,0,2,3,2014,2017,3,https://ciderguide.com/the-infinite-monkey-theorem/,http://www.theinfinitemonkeytheorem.com/,https://www.facebook.com/theinfinitemonkeytheorem,https://www.instagram.com/infinite_chimp/,https://maps.google.com/?cid=15985394735088977208,Colorado,United States,Active,39.764124,-104.977492,the-infinite-monkey-theorem
Windfall Orchard,0,1,0,2,3,2016,2017,2,https://ciderguide.com/windfall-orchard/,http://windfallorchardvt.com/,https://www.facebook.com/windfallorchard/,https://www.instagram.com/windfallorchard/,https://maps.google.com/?cid=12967249394672947830,Vermont,United States,Active,43.978128,-73.20449,windfall-orchard
Farmgate Cider,0,0,3,0,3,2021,2023,2,https://ciderguide.com/farmgate-cider/,https://farmgatecider.ca/,https://www.facebook.com/FarmgateCider,https://www.instagram.com/farmgatecider/,https://maps.google.com/?cid=10219086058367781749,Ontario,Canada,Active,45.4138013,-76.2414158,farmgate-cider
Kingston Creek Cider,0,0,3,0,3,2019,2021,2,https://ciderguide.com/kingston-creek-cider/,https://kingstoncreekcider.ca/,https://www.facebook.com/kingstoncreekcider/,https://www.instagram.com/kingstoncreekcider/,https://goo.gl/maps/RehFeiy4yunVNf729,New Brunswick,Canada,Active,45.5322639,-65.9955129,kingston-creek-cider
12 Corners Vineyards,0,0,3,0,3,2023,2023,1,https://ciderguide.com/12-corners-vineyards/,https://12corners.com/,https://www.facebook.com/12CornersVineyards,https://www.instagram.com/12cornersvineyards/,https://maps.google.com/?cid=10832365648470516551,Michigan,United States,Active,42.1328817,-86.3767096,12-corners-vineyards
Artifact Cider Project,0,0,3,0,3,2023,2023,1,https://ciderguide.com/artifact-cider-project/,http://www.artifactcider.com/,https://www.facebook.com/artifactcider/,https://www.instagram.com/artifactcider/,,Massachusetts,United States,Active,42.3378061,-72.6732543,artifact-cider-project
Clarksburg Cider,0,0,3,0,3,2023,2023,1,https://ciderguide.com/clarksburg-cider/,https://clarksburgcider.com/,https://www.facebook.com/clarksburgcider,https://www.instagram.com/clarksburgcider/,https://maps.google.com/?cid=2480384765559100652,New York,United States,Active,42.9274192,-78.5953396,clarksburg-cider
Northyards Cider Co.,0,0,3,0,3,2023,2023,1,https://ciderguide.com/northyards-cider-co/,https://northyardscider.com/,https://www.facebook.com/northyardsciderco/,https://www.instagram.com/northyardscider/,https://maps.google.com/?cid=5148305129256675182,British Columbia,Canada,Active,50.7082062,-119.2489944,northyards-cider-co
Broken Brix,0,0,2,1,3,2021,2022,2,https://ciderguide.com/broken-brix/,http://homebrewshopltd.com/,https://www.facebook.com/homebrewshopltd,https://www.instagram.com/brokenbrix_cidery/,https://maps.google.com/?cid=11646904330402367413,Illinois,United States,Active,41.9130721,-88.3165378,broken-brix
Three Thinkers Cider,0,0,2,1,3,2019,2021,2,https://ciderguide.com/three-thinkers-cider/,,,,,Nevada,United States,Inactive,38.9624079,-119.9399029,three-thinkers-cider
Manoir de Grandouet,0,0,2,1,3,2016,2019,2,https://ciderguide.com/manoir-de-grandouet/,http://www.manoir-de-grandouet.fr/,,,https://maps.google.com/?cid=1664850146101306839,Calvados,France,Active,49.158588,0.066211,manoir-de-grandouet
5 Penny Hard Cider,0,0,2,1,3,2018,2019,2,https://ciderguide.com/5-penny-hard-cider/,,,,,Ohio,United States,Inactive,40.76436,-82.610672,5-penny-hard-cider
North Shore Cider Company,0,0,2,1,3,2018,2019,2,https://ciderguide.com/north-shore-cider-company/,,,,,Illinois,United States,Inactive,42.019682,-87.680734,north-shore-cider-company
101 Cider House,0,0,2,1,3,2016,2018,2,https://ciderguide.com/101-cider-house/,https://101cider.com/,https://www.facebook.com/101cider,https://www.instagram.com/101cider/,https://maps.google.com/?cid=12420065000441525891,California,United States,Active,34.154101,-118.802575,101-cider-house
Carolina Distillery,0,0,2,1,3,2014,2017,2,https://ciderguide.com/carolina-distillery/,,,,,North Carolina,United States,Inactive,35.9139684,-81.5412586,carolina-distillery
Berkshire Cider Project,0,0,2,1,3,2023,2023,1,https://ciderguide.com/berkshire-cider-project/,https://www.berkshire-cider.com/,https://www.facebook.com/BerkshireCiderProject/,https://www.instagram.com/berkshire_cider/,https://www.google.com/maps?cid=39143702970968971,Massachusetts,United States,Active,42.6980607,-73.1521496,berkshire-cider-project
Harpers Ferry Brewing,0,0,2,1,3,2023,2023,1,https://ciderguide.com/harpers-ferry-brewing/,https://harpersferrybrewing.com/,https://www.facebook.com/HarpersFerryBrewing,https://www.instagram.com/harpersferrybrewing/,https://maps.google.com/?cid=10887615481111930562,Virginia,United States,Active,39.320459,-77.708175,harpers-ferry-brewing
Tapped Apple Cider & Winery,0,0,2,1,3,2023,2023,1,https://ciderguide.com/tapped-apple-cider-winery/,http://www.tappedapple.com/,https://www.facebook.com/tappedapplewinery,https://www.instagram.com/tapped_apple/,https://maps.google.com/?cid=10176287117165487757,Rhode Island,United States,Active,41.378713,-71.829973,tapped-apple-cider-winery
Crossmount Cider Company,0,0,2,1,3,2022,2022,1,https://ciderguide.com/crossmount-cider-company/,http://crossmountcidercompany.ca/,https://www.facebook.com/Crossmountcidercompany/,https://www.instagram.com/crossmountcidercompany/,https://www.google.com/maps?cid=8011124570975392890,Saskatchewan,Canada,Active,52.03247,-106.673155,crossmount-cider-company
Goat Rock Cider Company,0,0,2,1,3,2022,2022,1,https://ciderguide.com/goat-rock-cider-company/,https://www.goatrockcider.com/,https://www.facebook.com/goatrockcider,https://www.instagram.com/goatrockcider/,https://maps.google.com/?cid=1379702709501392841,California,United States,Active,38.2734373,-122.6643955,goat-rock-cider-company
Sunnycider,0,0,2,1,3,2022,2022,1,https://ciderguide.com/sunnycider/,https://www.sunnycider.ca/,https://www.facebook.com/sunnycider,https://www.instagram.com/sunnycider_ca/,https://maps.google.com/?cid=4272810052717117827,Alberta,Canada,Active,51.0652978,-113.9871956,sunnycider
Wölffer Estate Vineyard,0,0,2,1,3,2022,2022,1,https://ciderguide.com/wolffer-estate-vineyard/,http://www.wolffer.com/,,,https://maps.google.com/?cid=10690409208604454007,New York,United States,Active,40.945028,-72.27747,wolffer-estate-vineyard
Godfrey Run Cider Mill,0,0,2,1,3,2021,2021,1,https://ciderguide.com/godfrey-run-cider-mill/,,https://www.facebook.com/GodfreyRunFarmMarket/,https://www.instagram.com/godfreyrunfarm/,https://maps.google.com/?cid=5888879804807392238,Pennsylvania,United States,Active,42.036151,-80.3082175,godfrey-run-cider-mill
Overgrown Orchard,0,0,2,1,3,2019,2019,1,https://ciderguide.com/overgrown-orchard/,,,,,Indiana,United States,Inactive,41.5757249,-87.2941181,overgrown-orchard
Restoration Cider,0,0,2,1,3,2017,2017,1,https://ciderguide.com/restoration-cider/,http://www.restorationcider.com/,https://www.facebook.com/restorationcider/,https://www.instagram.com/restorationcider/,https://maps.google.com/?cid=13156191689318021594,Wisconsin,United States,Active,43.051481,-89.27519,restoration-cider
Worley's Cider,0,0,2,1,3,2015,2015,1,https://ciderguide.com/worleys-cider/,http://www.worleyscider.co.uk/,https://www.facebook.com/worleyscider,https://www.instagram.com/worleys_cider/,https://maps.google.com/?cid=7990236213325856427,Somerset,United Kingdom,Active,51.1965541,-2.4711281,worleys-cider
Ferme Black Creek,0,0,1,2,3,2018,2022,3,https://ciderguide.com/ferme-black-creek/,https://fermeblackcreek.ca/,https://www.facebook.com/fermeblackcreek,,https://maps.google.com/?cid=10329703523020426281,Quebec,Canada,Active,45.0150504,-74.0098805,ferme-black-creek
JK's Farmhouse Ciders,0,0,1,2,3,2014,2018,3,https://ciderguide.com/jks-farmhouse-ciders/,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,Michigan,United States,Active,43.0274314,-83.9112091,jks-farmhouse-ciders
Two Blokes Cider,0,0,1,2,3,2018,2019,2,https://ciderguide.com/two-blokes-cider/,https://www.twoblokes.ca/,https://www.facebook.com/twoblokescider/,https://www.instagram.com/twoblokescider/,https://goo.gl/maps/h6tx7j3Rdm7urEvS6,Ontario,Canada,Active,44.1050454,-78.944148,two-blokes-cider
Ugly Apple,0,0,1,2,3,2017,2018,2,https://ciderguide.com/ugly-apple/,https://www.uglyapple.ca/,https://www.facebook.com/uglyapplecider/,https://www.instagram.com/ugly_apple/,https://maps.google.com/?cid=16350364322268973674,Ontario,Canada,Active,45.0409655,-76.511907,ugly-apple
Acme Cider Co.,0,0,1,2,3,2016,2017,2,https://ciderguide.com/acme-cider-co/,,,,,Michigan,United States,Inactive,43.030658,-85.492125,acme-cider-co
Newton Court Cider,0,0,1,2,3,2016,2017,2,https://ciderguide.com/newton-court-cider/,https://www.newtoncourtcider.com/,https://www.facebook.com/newtonscider/,https://www.instagram.com/newtoncourtcider/,https://maps.google.com/?cid=16599711403513185285,Herefordshire,United Kingdom,Active,52.18163,-2.720183,newton-court-cider
Thistly Cross Cider,0,0,1,2,3,2012,2015,2,https://ciderguide.com/thistly-cross-cider/,http://www.thistlycrosscider.co.uk/,https://www.facebook.com/thistlycrosscider,https://www.instagram.com/thistlycrosscider/,https://maps.google.com/?cid=2739185346632911214,East Lothian,United Kingdom,Active,55.9850363,-2.5614933,thistly-cross-cider
Nine Pin Cider,0,0,1,2,3,2014,2015,2,https://ciderguide.com/nine-pin-cider/,http://www.ninepincider.com/,,https://www.instagram.com/ninepincider/,https://maps.google.com/?cid=2997433588563467926,New York,United States,Active,42.661798,-73.744166,nine-pin-cider
Forgotten Fire Winery,0,0,1,2,3,2023,2023,1,https://ciderguide.com/forgotten-fire-winery/,http://forgottenfirewinery.com/,https://www.facebook.com/ForgottenFireWinery/,https://www.instagram.com/forgottenfirewinery/,https://maps.google.com/?cid=12659592682629161189,Wisconsin,United States,Active,45.045825,-87.719535,forgotten-fire-winery
Brys Estate Ciderworks,0,0,1,2,3,2022,2022,1,https://ciderguide.com/brys-estate-ciderworks/,https://www.brysestate.com/,https://www.facebook.com/brysestate,https://www.instagram.com/brysestate/,https://maps.google.com/?cid=5768840683039449877,Michigan,United States,Active,44.8866671,-85.5098039,brys-estate-ciderworks
Cider Corps,0,0,1,2,3,2022,2022,1,https://ciderguide.com/cider-corps/,https://cidercorpsaz.com/,https://www.facebook.com/cidercorps/,https://www.instagram.com/cidercorps/,https://maps.google.com/?cid=9593182908980696987,Arizona,United States,Active,33.4141147,-111.8364706,cider-corps
Spy Cider House and Distillery,0,0,1,2,3,2022,2022,1,https://ciderguide.com/spy-cider-house-and-distillery/,https://www.spydistillery.com/,https://www.facebook.com/SpyDistillery,https://www.instagram.com/spydistillery/,https://maps.google.com/?cid=4191362119549049381,Ontario,Canada,Active,44.5130682,-80.450338,spy-cider-house-and-distillery
High Hope Cider,0,0,1,2,3,2021,2021,1,https://ciderguide.com/high-hope-cider/,,,,,Ontario,Canada,Inactive,43.6775105,-79.4207053,high-hope-cider
Independent Perry,0,0,1,2,3,2019,2019,1,https://ciderguide.com/independent-perry/,,https://www.facebook.com/IndependentPerry,https://www.instagram.com/independentperry/,,Washington,United States,Active,47.5533258,-120.5686382,independent-perry
Greenwood Cider Company,0,0,1,2,3,2018,2018,1,https://ciderguide.com/greenwood-cider-company/,https://www.greenwoodcider.com/,https://www.facebook.com/greenwoodcider,https://www.instagram.com/greenwoodcider,https://maps.google.com/?cid=9193094358946814076,Washington,United States,Active,47.701787,-122.302635,greenwood-cider-company
Schilling Cider,0,0,1,2,3,2016,2016,1,https://ciderguide.com/schilling-cider/,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://www.google.com/maps?cid=12281308087911884522,Washington,United States,Active,47.347243,-122.233995,schilling-cider
Owl Creek Vineyard,0,0,1,2,3,2014,2014,1,https://ciderguide.com/owl-creek-vineyard/,http://www.owlcreekvineyard.com/,https://www.facebook.com/OwlCreekVineyard/,,https://maps.google.com/?cid=449616614392139133,Illinois,United States,Active,37.560606,-89.190211,owl-creek-vineyard
Domaine Duclos Fougeray,0,0,1,2,3,2014,2014,1,https://ciderguide.com/domaine-duclos-fougeray/,http://www.domaine-duclos-fougeray.com/,,,https://maps.google.com/?cid=12398185041013701779,Seine-Maritime,France,Active,49.6100938,1.664631,domaine-duclos-fougeray
Eaglemount Wine & Cider,0,0,1,2,3,2014,2014,1,https://ciderguide.com/eaglemount-wine-cider/,https://eaglemountwinery.com/,https://www.facebook.com/eaglemountwineandcider/,https://www.instagram.com/p/CKHZN9pLKw-/,https://maps.google.com/?cid=8669789097383487844,Washington,United States,Active,48.099159,-122.818591,eaglemount-wine-cider
Cidrerie St-Nicolas,0,0,1,2,3,2013,2013,1,https://ciderguide.com/cidrerie-st-nicolas/,https://cidreriest-nicolas.com/,https://www.facebook.com/Cidrerie-et-Vergers-St-Nicolas-116655605019516/,,https://www.google.com/maps?cid=13236211893873843107,Quebec,Canada,Active,46.692988,-71.454642,cidrerie-st-nicolas
